tenant_id,full_name,email,phone,city,property_type,preferred_language,tenant_age,lease_start_date,lease_end_date,lease_duration_months,days_to_expiry,years_at_property,monthly_rent,rent_increase_pct,market_rent_ratio,nearby_vacancy_rate,late_payments,missed_payments,avg_days_late,payment_consistency,maintenance_requests,unresolved_issues,avg_resolution_days,engagement_score,satisfaction_score,complaints_filed,response_rate,portal_logins_last_30d,communication_score,sentiment_score,will_not_renew
T01383,Azad Zacharia,seherbaral@example.com,+918908331193,Hyderabad,Commercial,Tamil,41,2022-03-27,2022-09-23,6,-647,2.3,56578,11.8,1.208,0.16,4,10,20.4,0.143,6,5,13.5,0.021,3.1,5,0.501,0,0.469,-0.937,1
T01384,Anahita Bali,gopalemir@example.com,6116815534,Bangalore,3BHK,English,34,2022-12-23,2024-12-12,24,164,1.5,75010,5.9,0.97,0.039,3,0,4.3,0.842,1,0,10.6,0.657,6.5,1,0.842,4,0.859,0.437,0
T01385,Kavya Chahal,karamani@example.net,09765879023,Delhi,Commercial,English,59,2022-10-12,2023-04-10,6,-448,1.7,63110,9.9,0.939,0.191,3,0,8.7,0.857,2,1,13.3,0.433,5.7,1,0.744,5,0.667,0.436,0
T01386,Rhea Bala,tushar66@example.com,00533165765,Pune,3BHK,Tamil,61,2022-09-14,2024-09-03,24,64,1.8,70335,10.7,1.211,0.186,6,8,22.3,0.0,7,1,10.4,0.0,1.8,3,0.463,0,0.905,-0.462,1
T01387,Nirvi Roy,tarakarnik@example.org,00574822582,Pune,3BHK,Kannada,45,2021-05-17,2023-05-07,24,-421,3.1,13186,7.1,0.955,0.102,6,14,26.2,0.128,1,1,11.4,0.304,3.9,3,0.791,0,0.452,-0.8,1
T01388,Nirvaan Talwar,bhavinsankar@example.com,+917662996383,Bangalore,Villa,Hindi,43,2022-01-01,2022-06-30,6,-732,2.5,53518,8.3,1.391,0.064,0,0,0.0,1.0,2,0,9.8,0.89,9.2,0,0.847,8,0.965,0.959,0
T01389,Saanvi Raja,aradhyataneja@example.org,2777374651,Chennai,Villa,English,24,2022-08-27,2023-02-23,6,-494,1.8,69798,0.1,1.308,0.152,3,0,8.7,0.87,0,0,5.2,0.983,9.3,2,1.0,11,0.808,1.0,0
T01390,Shaan Ramesh,bvyas@example.org,+914014729837,Bangalore,Studio,Tamil,34,2022-07-15,2024-07-04,24,3,2.0,25016,11.2,0.747,0.192,5,7,22.2,0.208,4,2,13.2,0.053,5.2,1,0.377,3,0.485,-0.624,1
T01391,Jayant Shetty,dhanush79@example.com,05209878879,Delhi,Apartment,Hindi,48,2021-11-28,2023-11-18,24,-226,2.6,53874,4.1,0.776,0.181,1,6,26.6,0.594,2,0,6.8,0.919,6.4,1,0.718,5,0.741,0.003,0
T01392,Renee Kibe,ela50@example.com,+914411499451,Bangalore,Commercial,Tamil,28,2023-03-16,2024-03-10,12,-113,1.3,66694,13.0,1.316,0.023,2,3,13.6,0.5,1,1,9.9,0.331,5.1,1,0.619,5,0.905,0.284,0
T01393,Rohan Arya,shlok99@example.net,04708196456,Kolkata,Commercial,Telugu,32,2021-03-23,2023-03-13,24,-476,3.3,50184,10.7,0.828,0.038,5,12,24.8,0.275,5,0,12.4,0.057,4.0,2,0.579,3,0.591,-0.366,1
T01394,Diya Bandi,gseth@example.net,+912672882632,Mumbai,Villa,Telugu,34,2023-05-26,2025-05-15,24,318,1.1,26269,8.0,0.957,0.052,4,0,8.2,0.714,3,1,6.0,0.841,8.5,2,0.881,10,0.743,1.0,0
T01395,Shalv Din,pchaudhry@example.com,2824973688,Pune,Villa,Telugu,61,2022-12-23,2023-06-21,6,-376,1.5,52314,8.1,0.984,0.082,2,3,16.8,0.579,1,0,15.5,0.467,4.8,5,0.64,5,0.599,-0.26,1
T01396,Ira Sengupta,taimur13@example.net,04616190222,Pune,2BHK,Tamil,39,2023-05-04,2023-10-31,6,-244,1.2,28935,2.2,1.316,0.061,3,1,10.0,0.667,5,2,6.6,0.771,7.8,1,0.722,5,0.921,0.164,0
T01397,Biju Doshi,rajagopalsamiha@example.net,09650907832,Pune,3BHK,Tamil,28,2021-11-01,2022-10-27,12,-613,2.7,48161,13.3,1.264,0.172,1,1,15.0,0.909,1,1,6.5,0.639,7.1,1,0.604,5,0.415,0.029,0
T01398,Madhup Bassi,alishagopal@example.net,+912578159174,Pune,Apartment,Kannada,22,2022-03-15,2023-03-10,12,-479,2.3,62696,10.7,0.994,0.03,1,0,15.0,0.964,4,2,8.7,0.795,8.5,2,0.955,7,0.908,0.6,0
T01399,Shlok Sahni,akamdar@example.net,+911314891095,Kolkata,Commercial,Tamil,30,2022-05-27,2022-11-23,6,-586,2.1,47960,4.1,0.876,0.043,2,8,24.7,0.308,6,1,7.4,0.185,4.4,1,0.724,2,0.481,-0.566,1
T01400,Oorja Chacko,csundaram@example.org,5774215516,Mumbai,Apartment,Tamil,65,2021-07-10,2022-01-06,6,-907,3.0,26939,6.6,1.219,0.192,9,13,22.8,0.054,2,2,5.1,0.236,4.3,1,0.46,0,0.648,0.012,1
T01401,Krish Kar,sdeol@example.com,+915197336816,Chennai,Villa,Telugu,60,2021-08-06,2023-07-27,24,-340,2.9,78148,7.9,1.118,0.047,4,0,8.8,0.889,0,0,9.5,0.867,7.7,0,0.888,4,0.959,0.595,0
T01402,Siya Rama,rdugal@example.com,08605399021,Hyderabad,2BHK,Hindi,22,2021-02-09,2021-08-08,6,-1058,3.4,54208,5.8,1.107,0.189,0,0,0.0,1.0,0,0,2.5,0.923,9.2,0,0.978,11,1.0,1.0,0
T01403,Ojas Datta,jhanvi07@example.com,+919497973672,Mumbai,2BHK,Hindi,59,2021-10-16,2022-04-14,6,-809,2.7,34718,4.9,0.726,0.097,4,6,24.1,0.515,5,1,5.3,0.301,6.5,4,1.0,4,0.801,-0.126,1
T01404,Gokul Kala,tiwariela@example.net,9410779495,Delhi,Studio,Tamil,22,2022-02-27,2024-02-17,24,-135,2.3,14045,0.9,1.134,0.185,2,0,12.0,0.931,0,0,7.8,0.935,7.8,0,1.0,9,0.796,0.452,0
T01405,Oorja Shenoy,hanssaanvi@example.com,+916386108791,Hyderabad,Studio,English,60,2023-03-19,2025-03-08,24,250,1.3,53738,3.0,0.866,0.081,0,0,0.0,1.0,1,1,11.2,0.952,10.0,0,1.0,10,0.934,0.924,0
T01406,Oorja Kalita,ivana50@example.com,+910636304285,Pune,Studio,Tamil,65,2022-07-28,2023-07-23,12,-344,1.9,58501,0.1,1.064,0.033,2,12,24.4,0.0,6,0,13.3,0.0,2.8,2,0.427,0,0.636,-0.139,1
T01407,Eshani Baral,onkar66@example.org,+911120648447,Chennai,Studio,English,64,2023-05-19,2023-11-15,6,-229,1.1,42671,0.4,0.835,0.027,0,0,0.0,1.0,0,0,2.9,1.0,7.8,0,1.0,13,0.826,0.705,0
T01408,Rasha Shankar,zmannan@example.org,8852617747,Bangalore,2BHK,Hindi,41,2021-08-30,2023-08-20,24,-316,2.8,18378,1.5,0.836,0.155,5,2,15.0,0.743,4,0,5.4,0.666,7.2,0,0.829,4,0.916,0.35,0
T01409,Vanya Chakrabarti,vbajaj@example.org,8125972020,Hyderabad,Apartment,Hindi,48,2021-05-22,2022-05-17,12,-776,3.1,13936,3.0,1.182,0.151,7,7,16.3,0.447,5,1,11.0,0.292,4.0,3,0.746,3,0.555,-0.437,1
T01410,Kabir Kohli,jaggikiaan@example.net,6511912357,Hyderabad,2BHK,Telugu,44,2021-02-03,2023-01-24,24,-524,3.4,61485,1.5,1.133,0.147,5,13,22.4,0.262,2,0,15.0,0.383,4.9,1,0.766,1,0.815,0.328,1
T01411,Diya Korpal,anikaratta@example.org,06690162435,Kolkata,2BHK,English,46,2021-03-04,2023-02-22,24,-495,3.3,65309,5.6,0.856,0.023,5,9,20.1,0.439,2,1,12.1,0.038,3.9,1,0.458,1,0.79,-0.138,1
T01412,Aarush Swamy,evamann@example.com,2969115613,Mumbai,Commercial,Tamil,31,2022-03-10,2022-09-06,6,-664,2.3,19027,11.9,1.323,0.102,4,8,22.9,0.31,2,0,11.2,0.239,4.7,2,0.779,2,0.687,-0.141,1
T01413,Shlok Soni,ghoshjayan@example.org,04744370142,Kolkata,Villa,Telugu,23,2021-05-26,2021-11-22,6,-952,3.1,36855,5.7,1.259,0.089,2,0,3.0,0.947,1,0,2.3,0.997,9.0,0,0.825,8,1.0,0.731,0
T01414,Ayesha Chowdhury,azad81@example.com,+914830081753,Bangalore,Studio,Telugu,33,2022-05-20,2023-05-15,12,-413,2.1,62080,14.5,0.911,0.142,3,8,23.5,0.269,1,1,7.0,0.379,2.9,1,0.666,3,0.543,-0.369,1
T01415,Myra Kari,bariatara@example.org,+915569342491,Bangalore,Commercial,Telugu,36,2021-12-04,2022-11-29,12,-580,2.6,11012,3.9,0.958,0.11,3,16,26.2,0.0,5,2,13.1,0.554,1.9,1,0.586,1,0.424,-0.442,1
T01416,Tiya Vaidya,lgoel@example.com,09756878976,Delhi,Studio,Kannada,59,2021-09-15,2022-09-10,12,-660,2.8,50643,10.7,1.164,0.047,6,0,7.5,0.829,1,0,9.2,0.905,8.5,1,0.835,8,0.948,0.946,0
T01417,Saksham Thakur,kadakialakshay@example.com,2016633364,Mumbai,Commercial,Kannada,23,2021-01-12,2023-01-02,24,-546,3.5,75720,13.8,1.021,0.032,5,0,8.4,0.884,1,1,7.7,0.803,6.5,1,0.874,7,1.0,0.853,0
T01418,Tejas Shroff,ratimann@example.com,04664332691,Delhi,Villa,English,45,2021-10-29,2023-10-19,24,-256,2.7,48557,2.6,1.038,0.196,2,18,26.4,0.0,5,3,8.6,0.205,4.4,2,0.655,2,0.667,-0.739,1
T01419,Anya Goel,devanshhora@example.com,08866399058,Hyderabad,Commercial,English,29,2023-03-24,2023-09-20,6,-285,1.3,79337,11.7,0.845,0.116,4,4,22.0,0.25,6,1,11.7,0.393,4.9,3,0.604,2,0.83,-0.266,1
T01420,Madhup Som,vsidhu@example.com,+911703463839,Bangalore,2BHK,Kannada,61,2022-01-28,2024-01-18,24,-165,2.4,64672,7.5,0.747,0.132,4,2,13.3,0.733,1,0,8.1,0.408,4.5,1,0.716,3,0.482,-0.324,0
T01421,Onkar Kapur,dhanuk02@example.org,09975598224,Pune,Studio,Telugu,35,2023-05-30,2023-11-26,6,-218,1.1,37164,13.2,1.325,0.102,2,2,17.5,0.571,5,4,7.9,0.32,7.5,4,0.675,5,0.809,0.101,1
T01422,Lakshit Yadav,anvikhosla@example.com,+911259058215,Bangalore,2BHK,Hindi,37,2021-04-16,2021-10-13,6,-992,3.2,11782,3.7,1.344,0.174,5,8,21.2,0.475,4,1,10.9,0.434,6.3,0,0.727,4,0.659,0.339,0
T01423,Samaira Thakur,dishanitalwar@example.net,9653807669,Bangalore,Studio,Tamil,50,2022-08-16,2023-08-11,12,-325,1.9,79260,3.2,1.288,0.036,1,0,12.0,0.957,2,0,12.7,1.0,8.3,0,0.984,15,0.994,1.0,0
T01424,Tejas Mahal,emirtrivedi@example.org,06919150110,Delhi,Villa,Telugu,56,2022-04-12,2023-04-07,12,-451,2.2,30061,3.2,1.076,0.073,0,0,0.0,1.0,1,0,6.0,0.886,9.1,0,0.918,5,0.815,0.464,0
T01425,Taimur Vora,alisha12@example.net,09649445405,Pune,Commercial,Tamil,30,2022-07-11,2024-06-30,24,-1,2.0,38825,2.1,0.863,0.144,6,1,9.1,0.68,1,0,9.2,0.668,7.0,1,0.632,6,0.806,0.648,0
T01426,Mannat Kamdar,zain99@example.net,6080787297,Bangalore,Villa,Hindi,50,2023-04-09,2025-03-29,24,271,1.2,60092,4.7,0.826,0.161,1,3,24.5,0.533,2,0,11.6,0.209,4.6,2,0.713,2,0.71,0.267,0
T01427,Taran Swamy,baradgatik@example.com,+910469228418,Kolkata,3BHK,Tamil,35,2021-03-03,2022-02-26,12,-856,3.3,13110,8.5,0.988,0.048,7,1,11.0,0.78,2,1,12.7,0.798,9.1,1,0.837,5,0.655,0.591,0
T01428,Bhavin Sabharwal,baiju49@example.net,3969473171,Kolkata,2BHK,Hindi,60,2022-07-17,2024-07-06,24,5,2.0,38331,2.0,0.804,0.053,4,6,23.8,0.333,6,2,7.8,0.007,2.3,6,0.558,0,0.393,-1.0,1
T01429,Ritvik Venkataraman,kashvivarma@example.org,+915103467992,Kolkata,3BHK,English,56,2021-10-17,2023-10-07,24,-268,2.7,70998,6.8,1.073,0.054,6,4,19.4,0.576,4,1,5.0,0.211,4.1,3,0.672,1,0.754,-0.642,1
T01430,Eshani Kurian,heer29@example.net,+913532745061,Kolkata,2BHK,Telugu,28,2021-03-14,2023-03-04,24,-485,3.3,39361,13.5,1.172,0.15,8,9,18.5,0.366,3,1,5.5,0.273,5.0,2,0.742,7,0.638,-0.247,1
T01431,Nitya Gokhale,subramanianzeeshan@example.org,3355565699,Kolkata,Villa,Kannada,24,2022-01-25,2022-07-24,6,-708,2.4,39089,9.4,0.962,0.1,6,13,22.1,0.0,2,0,17.1,0.0,3.5,4,0.502,0,0.662,-0.792,1
T01432,Abram Ravel,nitya91@example.com,+918392983407,Mumbai,3BHK,Kannada,60,2022-10-02,2024-09-21,24,82,1.7,47543,13.2,0.737,0.049,0,0,0.0,1.0,1,0,13.6,1.0,8.6,0,0.956,11,0.766,0.791,0
T01433,Tejas Ramaswamy,seshadriaradhya@example.net,9353374234,Hyderabad,Commercial,Tamil,46,2021-10-31,2023-10-21,24,-254,2.7,16436,6.8,0.778,0.076,4,10,25.0,0.273,3,2,6.1,0.19,4.6,3,0.282,1,0.688,-1.0,1
T01434,Kiara Sengupta,sara91@example.com,7331279907,Bangalore,3BHK,Tamil,42,2021-07-28,2023-07-18,24,-349,2.9,16950,5.1,1.354,0.092,4,6,21.8,0.556,4,1,3.4,0.462,6.3,0,0.791,6,0.901,0.019,1
T01435,Dhanush Rege,ythaman@example.org,5167508869,Mumbai,2BHK,Hindi,57,2021-12-21,2022-06-19,6,-743,2.5,55735,13.4,1.164,0.102,2,0,6.0,0.935,1,1,7.0,0.883,8.9,0,0.842,5,0.827,0.882,0
T01436,Oorja Talwar,vivaanapte@example.com,09881067451,Pune,Apartment,Telugu,43,2022-01-28,2022-07-27,6,-705,2.4,22433,13.2,0.841,0.055,1,0,11.0,0.967,1,1,9.4,0.852,9.2,0,1.0,8,0.814,1.0,0
T01437,Aradhya Datta,aayushguha@example.com,01498099406,Mumbai,Villa,Tamil,65,2022-12-04,2023-06-02,6,-395,1.6,18979,13.6,1.205,0.022,5,3,17.9,0.45,3,0,12.3,0.315,5.7,2,0.857,5,0.743,-0.149,1
T01438,Jivika Choudhury,saksham33@example.com,05541055788,Hyderabad,2BHK,Tamil,34,2022-01-25,2023-01-20,12,-528,2.4,52504,13.0,0.946,0.172,7,4,19.2,0.5,3,2,14.4,0.391,6.6,1,0.691,6,0.939,0.159,1
T01439,Jiya Sinha,tbhagat@example.com,+919651365001,Pune,Studio,English,32,2021-10-01,2023-09-21,24,-284,2.8,64751,1.0,1.313,0.027,0,0,0.0,1.0,3,1,8.9,0.904,8.8,0,1.0,13,1.0,1.0,0
T01440,Arhaan Sandal,hiran83@example.com,+919647384329,Mumbai,Villa,English,35,2021-10-26,2022-10-21,12,-619,2.7,29846,14.6,1.131,0.044,4,6,21.5,0.515,6,3,11.2,0.386,4.1,3,0.718,3,0.611,-0.134,1
T01441,Suhana Dhingra,dkashyap@example.com,00248676140,Chennai,Villa,Telugu,36,2021-08-30,2022-02-26,6,-856,2.8,72245,0.1,1.161,0.16,4,11,20.5,0.257,7,1,13.4,0.624,5.7,5,0.696,3,0.812,0.224,1
T01442,Trisha Sangha,amira16@example.com,+910665973917,Pune,Apartment,Hindi,57,2023-04-25,2024-04-19,12,-73,1.2,60970,8.3,1.062,0.05,0,0,0.0,1.0,1,0,4.4,1.0,9.4,0,0.996,10,0.844,0.455,0
T01443,Samaira Balay,anahi23@example.com,00837180800,Hyderabad,2BHK,Tamil,26,2023-05-23,2024-05-17,12,-45,1.1,9150,6.8,1.274,0.181,1,0,14.0,0.929,1,0,14.6,0.691,9.3,0,0.807,10,1.0,0.438,0
T01444,Krish Khatri,krishoorja@example.net,8641341638,Bangalore,2BHK,Telugu,60,2022-05-07,2022-11-03,6,-606,2.2,46867,4.4,0.737,0.158,0,0,0.0,1.0,0,0,10.9,1.0,10.0,1,0.87,4,1.0,1.0,0
T01445,Advika Sankar,reyanshrege@example.net,3647837137,Pune,Commercial,Kannada,61,2021-05-29,2022-05-24,12,-769,3.1,60023,13.4,1.336,0.159,4,17,25.9,0.0,6,3,13.2,0.091,4.4,3,0.574,1,0.274,-0.648,1
T01446,Piya Kothari,vivaan70@example.org,+910698353214,Chennai,Commercial,English,49,2023-01-04,2024-12-24,24,176,1.5,66150,10.1,0.808,0.169,1,0,3.0,0.947,1,1,10.7,0.751,10.0,0,1.0,5,0.871,0.628,0
T01447,Veer Chacko,agatejayan@example.org,07836640558,Hyderabad,2BHK,Tamil,39,2021-11-11,2023-11-01,24,-243,2.6,61564,4.6,1.4,0.161,0,0,0.0,1.0,1,0,5.7,1.0,10.0,0,1.0,5,0.846,0.859,0
T01448,Saksham Malhotra,isankaran@example.com,08286319805,Hyderabad,2BHK,Kannada,37,2021-07-12,2022-07-07,12,-725,3.0,27967,5.3,0.782,0.156,4,15,24.3,0.081,9,4,11.7,0.0,5.2,4,0.551,0,0.443,0.146,1
T01449,Riya Ganesan,hraval@example.net,5567247333,Kolkata,3BHK,Telugu,55,2023-02-12,2025-02-01,24,215,1.4,24080,12.3,1.123,0.121,5,5,18.1,0.118,6,2,8.6,0.183,7.0,3,0.588,8,0.519,0.027,1
T01450,Reyansh Sidhu,charvi41@example.org,8104514244,Kolkata,Apartment,Telugu,36,2022-04-27,2022-10-24,6,-616,2.2,34435,0.1,0.847,0.025,3,10,26.8,0.148,3,2,13.8,0.0,3.0,3,0.54,0,0.41,-0.62,1
T01451,Suhana Dhaliwal,ivana23@example.com,08904464805,Bangalore,Villa,Hindi,22,2022-05-08,2023-05-03,12,-425,2.2,19376,7.7,0.731,0.173,3,3,20.2,0.667,2,0,5.5,0.394,3.3,4,0.484,6,0.629,-0.239,1
T01452,Vihaan Ravel,dhanush93@example.net,00074893012,Mumbai,Apartment,Hindi,60,2021-01-11,2022-01-06,12,-907,3.5,8349,14.7,1.026,0.027,6,17,25.4,0.07,4,3,7.7,0.31,3.7,6,0.612,1,0.451,-0.231,1
T01453,Aarav Bera,kiara33@example.net,08951200304,Delhi,Apartment,Kannada,62,2023-02-12,2025-02-01,24,215,1.4,16473,9.3,0.999,0.121,0,7,33.3,0.176,2,0,10.5,0.43,5.7,2,0.674,3,0.595,0.178,1
T01454,Yuvraj  Gola,tsaraf@example.com,01003137017,Kolkata,Studio,Telugu,62,2023-03-03,2025-02-20,24,234,1.3,60521,2.9,1.181,0.078,3,0,6.7,0.824,1,0,14.5,0.686,8.8,1,0.851,4,0.704,0.383,0
T01455,Mohanlal Gola,indrans37@example.net,1250897595,Delhi,2BHK,English,39,2021-10-28,2022-04-26,6,-797,2.7,60120,14.7,1.323,0.085,4,20,27.3,0.0,4,3,14.6,0.0,3.7,1,0.536,0,0.436,-0.739,1
T01456,Suhana Kunda,kondariaan@example.org,3059257839,Hyderabad,2BHK,Tamil,31,2021-07-07,2022-07-02,12,-730,3.0,17890,7.3,0.818,0.197,5,1,12.3,0.811,3,1,14.5,0.415,7.3,2,0.94,7,0.756,0.321,0
T01457,Indrajit Mahal,raghav66@example.org,02552544881,Chennai,Studio,Tamil,45,2022-01-03,2022-12-29,12,-550,2.5,59548,1.4,1.072,0.07,0,0,0.0,1.0,0,0,13.0,1.0,9.8,0,0.96,7,0.736,0.592,0
T01458,Lakshay Rau,bmann@example.com,09569347383,Chennai,Commercial,Hindi,25,2021-06-03,2023-05-24,24,-404,3.1,45244,13.8,0.75,0.044,0,0,0.0,1.0,0,0,10.4,0.99,10.0,0,1.0,9,0.855,0.907,0
T01459,Darshit Khalsa,tiya39@example.org,4605965999,Kolkata,Villa,Telugu,42,2023-02-03,2023-08-02,6,-334,1.4,45865,4.8,1.287,0.028,2,9,23.5,0.0,3,1,11.5,0.11,3.7,4,0.622,3,0.554,-0.082,1
T01460,Pranay Zachariah,pranayhayre@example.net,05849125788,Pune,2BHK,Kannada,24,2021-03-21,2022-03-16,12,-838,3.3,79619,7.8,0.857,0.077,7,2,14.6,0.725,1,0,2.9,0.561,7.5,3,1.0,7,0.734,0.043,1
T01461,Advika Kamdar,banerjeemisha@example.net,08097819875,Bangalore,Villa,Tamil,58,2021-05-23,2023-05-13,24,-415,3.1,46184,12.3,1.351,0.176,2,0,8.5,0.947,0,0,3.3,1.0,10.0,0,0.892,7,1.0,1.0,0
T01462,Armaan Batta,smander@example.net,01334306173,Chennai,Studio,English,29,2022-01-21,2022-07-20,6,-712,2.4,28378,11.4,0.949,0.122,0,0,0.0,1.0,1,0,14.2,0.579,10.0,0,1.0,7,1.0,1.0,0
T01463,Ira Sachdeva,samiha65@example.com,00954972008,Hyderabad,Villa,Hindi,42,2021-04-28,2023-04-18,24,-440,3.2,10000,8.7,1.258,0.163,5,10,23.2,0.359,4,2,11.2,0.253,3.8,1,0.354,0,0.507,-0.873,1
T01464,Faiyaz Wali,karanshalv@example.net,08490624953,Pune,Villa,Hindi,30,2022-05-18,2023-05-13,12,-415,2.1,23405,3.7,0.931,0.137,6,0,5.5,0.769,0,0,10.2,0.268,5.6,2,0.629,2,0.522,0.119,0
T01465,Samar Arya,zchahal@example.net,9031092358,Mumbai,Studio,Tamil,58,2022-11-01,2023-04-30,6,-428,1.7,20735,6.6,1.107,0.157,4,4,20.4,0.429,2,0,5.0,0.44,5.9,4,0.719,3,0.6,0.038,1
T01466,Vanya Dua,dgour@example.net,9876426637,Delhi,2BHK,Hindi,45,2021-01-08,2022-12-29,24,-550,3.5,72628,5.3,0.891,0.069,13,13,20.0,0.093,0,0,12.2,0.161,4.0,0,0.541,0,0.633,-0.251,1
T01467,Aarna Bali,jayesh00@example.com,05997511024,Mumbai,3BHK,English,50,2021-07-13,2022-07-08,12,-724,3.0,42551,3.8,0.806,0.146,6,3,18.1,0.676,1,1,5.1,0.211,7.8,2,0.691,3,0.833,0.791,0
T01468,Jivin Bobal,mannat32@example.com,09533157862,Delhi,Studio,Tamil,29,2022-05-01,2024-04-20,24,-72,2.2,28625,1.9,0.807,0.032,6,8,17.1,0.185,5,2,15.4,0.43,3.3,2,0.617,2,0.626,-0.731,1
T01469,Amani Deol,dhanuk55@example.net,+910576525424,Pune,Commercial,Kannada,31,2022-11-13,2023-11-08,12,-236,1.6,60271,7.5,0.869,0.173,4,3,16.1,0.5,2,0,9.3,0.478,6.2,2,0.648,0,0.577,-0.231,0
T01470,Baiju Kant,kartik03@example.net,+915786554720,Chennai,3BHK,Kannada,42,2022-11-27,2023-05-26,6,-402,1.6,24998,2.0,0.939,0.182,1,0,14.0,0.95,3,0,8.2,0.869,8.4,0,0.816,7,0.997,0.633,0
T01471,Tushar Garg,obuch@example.org,1773167846,Hyderabad,3BHK,Hindi,36,2023-02-04,2025-01-24,24,207,1.4,46196,6.2,0.959,0.173,1,5,23.7,0.389,2,0,7.0,0.396,5.3,2,0.587,2,0.616,-0.515,1
T01472,Sana Rajagopalan,urvichokshi@example.net,07629910375,Delhi,3BHK,Telugu,26,2022-06-24,2024-06-13,24,-18,2.0,72433,3.9,0.989,0.082,4,6,24.0,0.36,7,4,9.2,0.116,3.0,2,0.441,1,0.684,-0.858,1
T01473,Purab Kanda,jbalasubramanian@example.net,03325405005,Kolkata,Studio,Telugu,30,2022-04-24,2022-10-21,6,-619,2.2,16989,11.2,1.128,0.173,2,11,24.4,0.111,4,2,11.6,0.09,5.2,2,0.575,1,0.58,-0.518,1
T01474,Tejas Manne,tarinitaneja@example.com,6756184072,Bangalore,Villa,Hindi,52,2023-03-22,2025-03-11,24,253,1.3,14732,13.2,0.89,0.131,1,0,5.0,0.938,0,0,7.3,1.0,7.7,1,1.0,7,0.835,1.0,0
T01475,Sana Grewal,samarvarty@example.com,02453329438,Kolkata,2BHK,Telugu,31,2022-06-20,2024-06-09,24,-22,2.0,67273,11.0,0.735,0.05,7,0,5.6,0.72,1,0,6.2,0.75,8.3,0,0.908,10,0.853,0.344,0
T01476,Dhruv Hegde,yuvaandugal@example.com,02920893990,Pune,2BHK,English,27,2022-10-08,2024-09-27,24,88,1.7,25512,9.5,0.965,0.129,1,2,28.7,0.773,2,2,6.9,0.472,7.8,4,0.903,4,0.908,0.471,1
T01477,Dishani Basu,aarna22@example.net,9369980511,Bangalore,Villa,English,38,2022-06-20,2024-06-09,24,-22,2.0,52459,12.9,1.03,0.167,3,6,20.2,0.4,3,2,5.3,0.254,3.5,1,0.621,1,0.581,-0.832,1
T01478,Ehsaan Sundaram,qjani@example.org,00797626988,Pune,Studio,Hindi,58,2023-05-07,2025-04-26,24,299,1.2,49035,2.0,1.17,0.105,1,0,7.0,0.933,2,0,8.8,0.705,7.3,2,0.734,6,0.721,0.256,0
T01479,Ishaan Chaudhry,agupta@example.net,03597263240,Delhi,Villa,Tamil,56,2021-08-10,2022-02-06,6,-876,2.9,24009,5.7,0.859,0.112,1,0,2.0,0.972,1,0,12.8,0.892,8.5,1,0.906,13,0.956,0.748,0
T01480,Krish Hegde,singhtushar@example.org,4675370211,Chennai,3BHK,Kannada,62,2021-10-06,2022-04-04,6,-819,2.7,8301,4.6,1.357,0.046,1,1,9.5,0.912,2,1,3.7,0.658,6.1,0,0.702,3,1.0,0.146,0
T01481,Devansh Saraf,ochandra@example.com,06649668674,Chennai,Villa,Kannada,40,2022-05-16,2023-05-11,12,-417,2.1,8558,9.0,1.106,0.196,0,5,28.6,0.615,5,2,7.1,0.431,4.6,2,0.9,2,0.984,-0.186,1
T01482,Kaira Krishna,taran06@example.com,9439687299,Delhi,Commercial,Hindi,40,2022-04-25,2023-04-20,12,-438,2.2,20250,12.7,1.02,0.17,1,0,5.0,0.963,0,0,2.0,0.704,9.1,1,0.817,7,0.953,0.554,0
T01483,Ishita Keer,sana56@example.com,01940783513,Bangalore,Commercial,English,51,2021-01-17,2023-01-07,24,-541,3.5,45992,0.6,0.887,0.061,5,22,27.2,0.0,5,3,14.4,0.301,2.3,2,0.581,0,0.56,-1.0,1
T01484,Dishani Goel,mahalgatik@example.net,0231852181,Chennai,Apartment,Kannada,23,2022-02-14,2022-08-13,6,-688,2.4,77244,7.8,0.808,0.048,3,15,23.9,0.0,7,1,8.8,0.0,4.3,2,0.588,1,0.262,-1.0,1
T01485,Seher Choudhry,bosearnav@example.org,1921456875,Mumbai,2BHK,Tamil,49,2022-09-17,2023-09-12,12,-293,1.8,70690,13.1,1.369,0.192,7,0,6.7,0.682,0,0,7.5,0.756,7.3,1,0.745,3,0.866,-0.163,0
T01486,Hridaan Viswanathan,tushar40@example.net,+918796596332,Mumbai,3BHK,Hindi,36,2021-03-08,2022-03-03,12,-851,3.3,73437,14.8,1.068,0.056,3,4,19.3,0.732,4,0,4.3,0.808,6.7,1,0.74,3,0.794,0.335,0
T01487,Kismat Chadha,aaravmanda@example.org,08084041462,Mumbai,Commercial,Hindi,43,2022-08-15,2024-08-04,24,34,1.9,42973,6.0,0.985,0.143,4,9,22.5,0.043,8,3,8.9,0.358,5.6,5,0.63,2,0.541,-0.566,1
T01488,Baiju Sinha,cchaudhry@example.com,06192213059,Hyderabad,3BHK,Hindi,54,2022-08-01,2023-07-27,12,-340,1.9,38664,7.7,0.727,0.03,1,5,21.7,0.542,4,1,16.3,0.443,5.4,0,0.757,5,0.581,-0.06,1
